key,sample_i,overall_iou,overall_instance_iou,back_iou,left_lung_iou,right_lung_iou,back_instance_iou,left_lung_inst_iou,right_lung_inst_iou,target
00013991_000,2,0.6461253762245178,0.699999999965,1.0,0.6475753784179688,1.0,1.0,0.699999999965,1.0,
00014015_003,0,0.4378335475921631,0.3333333333222222,1.0,0.5053151845932007,0.0,1.0,0.59999999997,0.0,
00014015_003,1,0.3398667573928833,0.39999999998,1.0,0.33220577239990234,1.0,1.0,0.39999999998,1.0,
00014015_003,2,0.4837789833545685,0.499999999975,1.0,0.5336016416549683,1.0,1.0,0.59999999997,1.0,
00014251_029,0,0.47530239820480347,0.39999999999333335,1.0,0.590072751045227,0.35046398639678955,1.0,0.59999999997,0.29999999999249993,
00014251_029,1,0.35754016041755676,0.31999999999359996,1.0,0.4347129166126251,0.32206711173057556,1.0,0.499999999975,0.2666666666577778,
00014251_029,2,0.29872843623161316,0.14999999999708333,1.0,0.4195476174354553,0.29559841752052307,1.0,0.499999999975,0.23333333332638886,
00014280_000,0,0.4473487436771393,0.22727272727073694,1.0,0.5294861197471619,0.0,1.0,0.34999999999590276,0.0,
00014280_000,1,0.4682939648628235,0.43181818181444565,1.0,0.5011791586875916,0.6430246233940125,1.0,0.2821428571392283,0.6999999999825001,
00014280_000,2,0.022505106404423714,0.14999999999812502,1.0,0.0,0.40274152159690857,1.0,0.0,0.3999999999866667,
00014447_004,0,0.5751186013221741,0.41904761904125565,1.0,0.4178464710712433,0.8657574653625488,1.0,0.22999999999548332,0.8999999999549999,
00014447_004,1,0.09025479108095169,0.22666666666235552,1.0,0.20800228416919708,0.0,1.0,0.27999999999340003,0.0,
00014447_004,2,0.08185818046331406,0.14666666666395556,1.0,0.17367461323738098,0.0,1.0,0.1799999999959,0.0,
00015792_005,0,0.522680401802063,0.45060150375812186,0.21105262637138367,0.5964577198028564,0.3747110664844513,0.14999999999625,0.5370588235265086,0.4016806722663647,
00015792_005,1,0.5654364228248596,0.5379146141196551,0.5137551426887512,0.6474696397781372,0.41547974944114685,0.39999999999,0.634509803917763,0.4012820512788256,
00015792_005,2,0.03370131179690361,0.05882352941141868,0.0,0.047114405781030655,0.0,0.0,0.099999999999,0.0,
00016267_000,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
00016267_000,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
00016267_000,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,
00016429_015,0,0.563901960849762,0.3603174603127737,0.0,0.494926393032074,1.0,0.0,0.4714285714211224,1.0,
00016429_015,1,0.4696231186389923,0.4249999999946875,0.7996276021003723,0.39792171120643616,1.0,0.59999999998,0.2799999999950667,1.0,
00016429_015,2,0.3218279182910919,0.14603174602994204,0.0,0.4121052920818329,1.0,0.0,0.20666666666350558,1.0,
00016587_069,0,0.27676019072532654,0.2666666666637037,1.0,0.054145678877830505,0.6671344637870789,1.0,0.16666666666388888,0.46666666665111106,
00016587_069,1,0.27353158593177795,0.24960317460002496,1.0,0.21163500845432281,0.4372867941856384,1.0,0.15238095237861676,0.499999999975,
00016587_069,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
00016589_005,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
00016589_005,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
00016589_005,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
00017028_000,0,0.4106902778148651,0.3466666666641333,1.0,0.4231168031692505,0.4235355854034424,1.0,0.31428571428208163,0.399999999992,
00017028_000,1,0.6181590557098389,0.6181818181761984,1.0,0.6264782547950745,0.5792073607444763,1.0,0.6666666666555555,0.5599999999887999,
00017028_000,2,0.07128982245922089,0.08571428571306122,1.0,0.08795234560966492,0.0,1.0,0.14999999999625,0.0,
00017137_016,0,0.36404159665107727,0.3333333333222222,0.0,0.45851340889930725,1.0,0.0,0.499999999975,1.0,
00017137_016,1,0.29777616262435913,0.34999999999125003,0.17265215516090393,0.356937974691391,0.0,0.2666666666577778,0.39999999998,0.0,
00017137_016,2,0.12380004674196243,0.1333333333288889,0.0,0.14054745435714722,1.0,0.0,0.19999999999,1.0,
00017214_015,0,0.7526136040687561,0.5599999999887999,0.0,0.45891276001930237,0.8278362154960632,0.0,0.499999999975,0.8999999999549999,
00017214_015,1,0.7599027752876282,0.5333333333155555,1.0,0.0,0.8135404586791992,1.0,0.0,0.8999999999549999,
00017214_015,2,0.14646503329277039,0.1333333333288889,1.0,0.0,0.15255552530288696,1.0,0.0,0.19999999999,
00017243_010,0,0.5205023288726807,0.3171428571394408,0.0,0.0,0.6610560417175293,0.0,0.0,0.49999999999055544,
00017243_010,1,0.4209849536418915,0.36666666666055553,0.0,0.0,0.48859819769859314,0.0,0.0,0.59999999998,
00017243_010,2,0.10789109766483307,0.11999999999759998,0.2800551652908325,0.0,0.0,0.299999999985,0.0,0.0,
00018063_000,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
00018063_000,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
00018063_000,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,
00018366_000,0,0.30341488122940063,0.26666666666259264,0.0,0.4086797535419464,0.22584187984466553,0.0,0.3399999999842,0.3333333333222222,
00018366_000,1,0.5050348043441772,0.59999999999,1.0,0.4886307120323181,0.695231020450592,1.0,0.54999999998625,0.699999999965,
00018366_000,2,0.3115708529949188,0.2999999999925,1.0,0.35088250041007996,0.0,1.0,0.3999999999866667,0.0,
00018980_002,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,
00018980_002,1,0.15772786736488342,0.19999999999,1.0,0.18122760951519012,1.0,1.0,0.19999999999,1.0,
00018980_002,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,
00019013_002,0,0.13666418194770813,0.15714285714104081,0.0,0.16463951766490936,0.12008539587259293,0.0,0.04999999999875,0.19999999999666665,
00019013_002,1,0.49214792251586914,0.49999999999166667,1.0,0.6985577940940857,0.23462261259555817,1.0,0.699999999965,0.44999999998874995,
00019013_002,2,0.02031254582107067,0.04999999999875,1.0,0.0,0.03983050957322121,1.0,0.0,0.06666666666444444,
00019124_090,0,0.3750949203968048,0.3343434343404101,0.0,0.3932425379753113,0.42000511288642883,0.0,0.2999999999933333,0.34797979797594364,
00019124_090,1,0.4906010031700134,0.5010989010947988,0.0,0.3071466088294983,0.6582112312316895,0.0,0.26666666666444444,0.5509090909038312,
00019124_090,2,0.08513094484806061,0.19444444444207562,0.0,0.0,0.2000080943107605,0.0,0.0,0.22142857142549746,
00019495_004,0,0.0544680617749691,0.11111111110987655,1.0,0.0,0.23459172248840332,1.0,0.0,0.24999999999374997,
00019495_004,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
00019495_004,2,0.14504393935203552,0.15999999999679998,1.0,0.0,0.319200724363327,1.0,0.0,0.39999999998,
00019767_016,0,0.3157038688659668,0.2999999999925,1.0,0.3157038688659668,1.0,1.0,0.2999999999925,1.0,
00019767_016,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,
00019767_016,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,
00020000_000,0,0.32191145420074463,0.29999999999249993,0.368692547082901,0.06938664615154266,0.5423584580421448,0.14999999999625,0.0999999999975,0.59999999997,
00020000_000,1,0.4602300524711609,0.39999999999,0.5362977385520935,0.229683056473732,0.0,0.2380952380905669,0.23333333332638886,0.0,
00020000_000,2,0.4772188365459442,0.2999999999925,0.5279527902603149,0.0,0.0,0.3999999999866667,0.0,0.0,
00020124_003,0,0.46371597051620483,0.453529411762241,0.6016949415206909,0.4267422556877136,0.5241502523422241,0.699999999965,0.299999999995,0.5166666666616203,
00020124_003,1,0.3133638799190521,0.24545454545259812,0.0,0.40348687767982483,0.23325622081756592,0.0,0.49999999998749994,0.099999999999,
00020124_003,2,0.3425043821334839,0.2199999999978,0.0,0.4919746220111847,0.0,0.0,0.54999999998625,0.0,
